date,title,link,content
2023-11-15 14:04:09,檢 '이동재 명예훼손 혐의' 최강욱 2심도 실형 구형(종합),https://n.news.naver.com/mnews/article/003/0012210982?sid=102,
2023-11-13 10:20:01,"이재명, 尹 향해 ""거부권 정치 그만…방송3법 수용하라""",https://n.news.naver.com/mnews/article/088/0000845567?sid=100,
2023-11-15 13:19:03,"류호정, 송영길 향해 “꼰대도 저 정도는… 인간이 좀 덜된 것 아닌가”",https://n.news.naver.com/mnews/article/023/0003799284?sid=100,
2023-11-13 10:06:09,민형배 “정치 후지게 한 건 한동훈 같은 XX들”,https://n.news.naver.com/mnews/article/023/0003798793?sid=100,
2023-11-14 10:38:01,"장제원 ""정치인생 연장하러 서울 안가""…인요한 혁신위 용퇴론 사실상 거부",https://n.news.naver.com/mnews/article/654/0000057585?sid=100,
2023-11-14 17:49:07,법인자금으로 국회의원 후원회에 정치자금 후원한 대표 고발,https://n.news.naver.com/mnews/article/079/0003833633?sid=102,
2023-11-15 06:25:00,"총선 이어 대선까지...이재명 정치 운명, '위증교사' 재판에 달렸다",https://n.news.naver.com/mnews/article/008/0004961768?sid=100,
2023-11-13 19:24:23,"언론노조 ""뉴스타파 인용보도 과징금 결정은 '초유의 정치 심의'""",https://n.news.naver.com/mnews/article/214/0001311571?sid=102,
2023-11-14 18:28:22,"박원석""신당 가속화 이준석과 연대? 공감대 있다. 최대 연합시 양당정치 넘어설 수 있어""",https://n.news.naver.com/mnews/article/052/0001959954?sid=100,
2023-11-14 14:39:18,민주당 검찰독재정치탄압위원회 고발하는 이종배 서울시의원,https://n.news.naver.com/mnews/article/421/0007175095?sid=100,
2023-11-15 16:32:01,"강민정 의원 불출마 선언... ""교사 정치기본권 돌파구 낼 것""",https://n.news.naver.com/mnews/article/047/0002412811?sid=102,
2023-11-14 11:04:01,"장제원, ""알량한 정치인생 연장하면서 서울 가지 않겠다""…혁신위 용퇴 요구 거부",https://n.news.naver.com/mnews/article/087/0001006702?sid=100,
2023-11-15 15:23:07,‘정치자금법 위반 혐의’ 이지석 광명시의원 불구속 송치,https://n.news.naver.com/mnews/article/018/0005620422?sid=102,
2023-11-13 10:17:01,"민형배 ""한동훈 같은 XX들이 정치 후지게 만든다…검찰권 정치에 악용""",https://n.news.naver.com/mnews/article/088/0000845566?sid=100,
2023-11-15 11:12:11,"檢, '이동재 명예훼손 혐의' 최강욱에 2심도 징역 10개월 구형",https://n.news.naver.com/mnews/article/003/0012210384?sid=102,
2023-11-14 19:22:03,"정치인·교수인 척 ""성공률 80% 보장""…경찰, SNS 허위 투자광고 수사 착수",https://n.news.naver.com/mnews/article/022/0003874962?sid=102,
2023-11-15 10:08:04,與 혁신위-친윤 힘겨루기 본격화…‘12월 비대위설’ 재점화 [이런정치],https://n.news.naver.com/mnews/article/016/0002224934?sid=100,
2023-11-13 18:14:21,한인정치인포럼 개막…'글로벌 중추국가' 건설 기여방안 논의,https://n.news.naver.com/mnews/article/001/0014327696?sid=100,
2023-11-16 05:00:00,"[오늘의 주요일정] 정치·정부(16일, 목)",https://n.news.naver.com/mnews/article/421/0007178858?sid=100,
2023-11-15 13:55:01,정의당 비대위 “‘금태섭 신당’ 포함 연합 대상 당원에 묻겠다”,https://n.news.naver.com/mnews/article/028/0002664644?sid=100,
2023-11-13 09:28:01,툰베리 ‘팔’ 지지 호소에 마이크 빼앗아 “기후 집회서 웬 정치 견해?”,https://n.news.naver.com/mnews/article/081/0003408029?sid=104,
2023-11-13 14:18:01,노란봉투법 대통령 거부권 행사 여부에 정치권 극단 반응,https://n.news.naver.com/mnews/article/006/0000120793?sid=100,
2023-11-15 16:41:01,"류호정, '어린놈' 발언 송영길에 ""인간이 덜 된 것 아닌가""",https://n.news.naver.com/mnews/article/437/0000367193?sid=100,
2023-11-15 14:30:07,천안 정치인들 출판기념회 봇물,https://n.news.naver.com/mnews/article/656/0000069469?sid=102,
2023-11-14 14:19:01,"한동훈 ""민주당, 하루에 한 명씩 탄핵 추진…정치적 계산으로 남발""",https://n.news.naver.com/mnews/article/123/0002320644?sid=100,
2023-11-14 14:39:17,이종배 서울시의원 '민주당 검찰독재정치탄압대책위 의원 고발',https://n.news.naver.com/mnews/article/421/0007175096?sid=100,
2023-11-11 11:44:01,"한동훈 “송영길같은 운동권이 정치 후지게, 추잡한 추문에도 우월한 척”",https://n.news.naver.com/mnews/article/023/0003798582?sid=102,
